sentence_id,something_1,used,for,something_2,something_1_first_index,something_1_last_index,used_first_index,used_last_index,for_first_index,for_last_index,something_2_first_index,something_2_last_index,sentence_text
17921604,technique,used,for,projects,8,8,9,9,10,10,11,11,Avant - garde makeup is also an applicable technique used for projects that require experimental themes .
17923647,lands,used,for,grazing,15,15,16,16,17,17,18,18,"In 1845 the "" retignanesi "" argued that the British entrepreneur William Walton harmed the lands used for grazing and the collection of firewood and chestnuts ."
17923780,vehicles,used,for,loading,14,14,15,15,16,16,18,18,the marble quarries in Retignano were not given a proper equipment nor roads for vehicles used for the loading / unloading of the material .
17938276,filters,used,for,filtering,3,3,5,5,6,6,8,8,There are three filters ordinarily used for spatial filtering in large eddy simulation .
17939512,building,used,for,purposes,8,8,9,9,10,10,12,12,Farmers can qualify for a farmstead exemption on building used for agricultural purposes .
17942140,amount,used,for,purchase,19,19,24,24,25,25,27,27,"According to this theory , the displacement of workers by machinery will necessarily set free an equal stable , amount of variable capital previously used for the purchase of labour - power and remains available for the same purpose ."
17942728,material,used,for,mounting,17,17,18,18,19,19,20,20,"Foamcore , foam board , or paper - faced foam board is a lightweight and easily cut material used for mounting of photographic prints , as backing for picture framing , for making scale models , and in painting ."
17954037,arena,used,for,games,9,9,10,10,11,11,16,16,"In 2000 , the Concordia University Arena ( the arena used for all Loyola hockey home games and tournaments ) was named the Ed Meagher Arena ."
17966215,wood,used,for,support,1,1,2,2,3,3,5,5,"The wood used for the support consisted of teak , sal , fir , ironwood , or blackwood ( "" Terminalia elata "" ) , and was either fashioned into whole posts , or used in attachments to iron "" screw - piles "" or masonry columns ."
17983649,system,used,for,churches,10,10,11,11,12,12,14,14,"Grade C was the lowest rank on an old grading system used for Anglican churches , before English Heritage extended the standard Grade I , II * and II scheme to all types of building ."
17990628,songs,used,for,tasks,10,10,12,12,13,13,14,14,"The fellahin ( farmers ) sang a variety of work songs , used for tasks like fishing , shepherding , harvesting and making olive oil ."
17990805,operations,used,for,terrorists,22,22,24,24,27,27,30,30,"Israel responded by releasing to newspapers what the "" New York Times "" called a "" damning intelligence report "" alleging UNRWA operations being used as cover for "" Palestinian terrorists "" , including smuggling arms in UN ambulances and hosting meetings of Tanzim in UN buildings ."
17993058,design,used,for,links,11,11,13,13,14,14,21,21,This resulted in a tank locomotive rather than the tender locomotive design otherwise used for long - distance high - speed links .
17993752,Viewers,used,for,testing,5,5,11,11,12,12,14,14,"There are several "" Alternate Viewers "" published by Linden Lab used for software testing by volunteers for early access to upcoming projects ."
17993752,Viewers,used,for,access,5,5,11,11,17,17,19,19,"There are several "" Alternate Viewers "" published by Linden Lab used for software testing by volunteers for early access to upcoming projects ."
17993912,location,used,for,activities,29,29,34,34,35,35,37,37,"Due to the proprietary communications protocols , it is not possible to use a network proxy service to reduce network load when many people are all using the same location , such as when used for group activities in a school or business ."
17994019,OpenSpaces,used,for,purpose,9,9,11,11,12,12,14,14,"In October 2008 , Linden Lab announced that the OpenSpaces being used for this purpose were being misused ; there was in fact no technical throttle limiting their usage ."
18000475,term,used,for,queen,1,1,2,2,3,3,5,5,"The term used for the queen in the Neo - Assyrian Empire was "" issi ekalli "" ( or in its abbreviated form , "" sēgallu "" ) , literally meaning "" woman of the palace "" ."
18003713,skin,used,for,scrolls,10,10,11,11,12,12,16,16,"Gila Kahila Bar - Gal determined that some of the skin used for the Dead Sea scrolls came from the Nubian ibex , whose range did not include Jerusalem , but includes Mount Hermon and the Golan Heights , the Negev highlands and the western shore of the Dead Sea ."
18005441,acetate,used,for,treatment,24,24,36,36,37,37,39,39,"A paper in the "" Journal of the Royal Society of Medicine "" draws a connection between these figures and Turner 's possession of acetate of morphia ( a drug related to morphine ) , possibly used for the treatment of a toothache ."
18005874,medicine,used,for,types,8,8,9,9,10,10,12,12,"In China "" ejiao "" is a traditional medicine used for different types of illnesses ."
18006525,techniques,used,for,aluminium,8,8,10,10,11,11,12,12,"AlBeMet parts can be manufactured with the same techniques normally used for aluminium , meaning that special tools do not need to be developed ."
18009282,assurance,used,for,purposes,19,19,26,26,27,27,29,29,"Bishop Swanstrom replied that aid to North Vietnam was probably against U.S. law , and that there was no assurance that CRS aid would not be used for military purposes ."
18012431,land,used,for,agriculture,4,4,5,5,6,6,7,7,But most of the land used for agriculture is located outside the national park .
18015353,weapons,used,for,protection,11,11,12,12,13,13,14,14,The assembly members themselves primarily wore frontier dress and many bore weapons used for protection from Indian attack during their journey to and from Prescott .
18017245,theater,used,for,engagements,7,7,8,8,10,10,12,12,"Farber Hall , a 190 - seat theater used mainly for speaking engagements , is also in Old Main ."
18017801,shells,used,for,purpose,2,2,5,5,6,6,8,8,"The four shells most commonly used for this purpose are the "" triton "" or trumpet shell , the "" cassis "" or helmet shell , the "" fusus "" , and the "" strombus "" or true conch , though the term "" conch - shell trumpet "" is generally applied to all instruments of this type ."
18017925,name,used,for,Trump,23,23,24,24,28,28,31,31,"Other Arabic words for trumpets of various sizes and shapes include "" qarnā "" and "" sūr "" ; the latter is the name used in the Qur'an for the Last Trump that will announce Judgment Day ."
18017995,land,used,for,factories,12,12,14,14,15,15,16,16,"However , there is an area where houses have been built on land previously used for factories ."
18022392,marble,used,for,structures,0,0,2,2,3,3,7,7,"marble , used for load - bearing structures and for decoration   – and the local stone , hewed from the mountain itself , used as a rough construction material along with lime mortar"
18023825,balloons,used,for,observation,35,35,36,36,40,40,41,41,"In the garrison town of Augsburg he came into contact with August Riedinger and also came to know his later partner Rudolf Hans Bartsch von Sigsfeld , with whom he developed "" Drachenballons "" : balloons used by the military for observation ."
18035038,name,used,for,number,5,5,6,6,7,7,9,9,Go - box is a name used for a number of electronic devices .
18046375,mineral,used,for,production,4,4,6,6,7,7,10,10,"Trona , an evaporative mineral , used for sodium carbonate production , has been mined at Lake Magadi for nearly 100 years ."
18047164,mounds,used,for,ceremonies,9,9,10,10,11,11,12,12,"Around 200 AD , the Hopewells began to construct mounds used for ceremonies and burials ."
18056010,building,used,for,purposes,8,8,9,9,10,10,12,12,Farmers can qualify for a farmstead exemption on building used for agricultural purposes .
18056726,ability,used,for,offenders,6,6,9,9,14,14,17,17,"A Juvenile Diversion program has the ability to be used as an intervention strategy for first time offenders who have broken the law and found themselves in the juvenile justice system ( "" Juvenile Diversion Programs "" ) ."
18057786,term,used,for,study,3,3,4,4,8,8,10,10,Paleolinguistics is a term used by some linguists for the study of the distant human past by linguistic means .
18062267,expression,used,for,carelessly,4,4,5,5,6,6,8,8,"For example , the expression used for ' carelessly ' in ASL means ' boring or unpleasant ' in British Sign Language ."
18062628,names,used,for,plant,1,1,2,2,3,3,5,5,"Other names used for this plant include garden valerian ( to distinguish it from other "" Valeriana "" species ) , garden heliotrope ( although not related to "" Heliotropium "" ) , setwall and all - heal ( which is also used for plants in the genus "" Stachys "" ) ."
18063170,engine,used,for,Fusion,22,22,23,23,24,24,26,26,"Because both games were made for the Game Boy Advance , "" Zero Mission "" uses a rebuilt version of the game engine used for "" Fusion "" so that it did not need to be built from scratch ."
18064706,cameras,used,for,film,14,14,18,18,19,19,21,21,"On July 31 , thieves broke into the props building at night and stole cameras that were being used for the film ."
18072570,material,used,for,cloth,6,6,7,7,12,12,13,13,Cameline ( ) was a fabric material used in the Middle Ages for cloth .
18079073,method,used,for,cases,8,8,9,9,10,10,15,15,"Except for small differences due to the numerical method used for the quasi - closed cases , the two kinds of loading are in principle just shifted versions of each other ."
18081614,messenger,used,for,transduction,4,4,6,6,7,7,10,10,"cAMP is a second messenger , used for intracellular signal transduction , such as transferring into cells the effects of hormones like glucagon and adrenaline , which can not pass through the plasma membrane ."
18081648,medium,used,for,growth,11,11,12,12,13,13,14,14,"In bacteria , the level of cAMP varies depending on the medium used for growth ."
18083452,term,used,for,type,13,13,14,14,17,17,19,19,"Dianoia ( Greek : , "" ratio "" in Latin ) is a term used by Plato for a type of thinking , specifically about mathematical and technical subjects ."
18088610,song,used,for,single,4,4,5,5,6,6,10,10,"The version of the song used for the 7 "" single in Europe and Australia was an edited version of the original found on the "" Close "" album ."
18093711,mathematics,used,for,inventories,23,23,24,24,27,27,28,28,"It is worth noting in this context that many of the documents excavated from Qin and Han sites contain evidence of the practical mathematics used by administrators for inventories and taxes , as well as for calculating labor needed for public works projects , just as described in the mathematical treatises ."
18093804,sources,used,for,clues,27,27,28,28,31,31,32,32,"Architectural historian Robert L. Thorp describes the scarcity of Han - era archaeological remains , as well as the often unreliable Han - era literary and artistic sources used by historians for clues about non - existent Han architecture ."
18094343,processes,used,for,conjugation,3,3,4,4,7,7,9,9,"The overall PEGylation processes used to date for protein conjugation can be broadly classified into two types , namely a solution phase batch process and an on - column fed - batch process ."
18094923,paraphernalia,used,for,purposes,14,14,15,15,16,16,20,20,"In extreme cases , state policy led to the burning and destruction of cultural paraphernalia used for ritual and ceremonial purposes ."
18096172,phrase,used,for,unit,14,14,15,15,18,18,21,21,"He , supposedly got some help from "" Derin "" Devlet "" , a phrase used among Turkish for an unknown unit in the state which conducts covert operations ."
18104066,equipment,used,for,stimulation,6,6,8,8,9,9,12,12,"ONS is typically performed with the equipment normally used for spinal cord stimulation ( SCS ) , which includes electrodes and their leads , anchors to fasten the leads to connective tissue , and the implantable pulse generator ( IPG ) ."
18104223,Phenothiazines,used,for,treatment,0,0,3,3,4,4,6,6,"Phenothiazines , often used for the treatment of nausea and vomiting , are also effective for treating migraine headache ."
18104665,stone,used,for,this,3,3,4,4,5,5,6,6,"Some of the stone used for this may have been reused from nearby Sandown , whose walls had been destroyed by the sea ; before it was used at Sandown , the stone appears to have been taken from the local monasteries ."
18106249,device,used,for,stations,5,5,6,6,7,7,11,11,The original precipitation accumulation measuring device used for automated airport weather stations was the heated tipping bucket rain gauge .
18110487,War,used,for,battle,19,19,22,22,23,23,25,25,"A majority of the soundtrack album pieces were composed by Sakamoto ; the several exceptions included Kubota 's "" War , "" used for the battle to capture the launch site , Nomi 's "" Holy Riquinni , "" played when Shirotsugh first reads her scriptures , and Ueno 's "" Dr. Gnomm 's Funeral . """
18117803,Water,used,for,production,0,0,1,1,2,2,4,4,Water used for hydroelectricity production in the reservoir is discharged in the Jökulsá í Fljótsdal river to the northeast .
18118679,catalysts,used,for,polymerization,5,5,6,6,7,7,8,8,It is a precursor to catalysts used for polymerization of alkynes .
18131869,names,used,for,it,1,1,2,2,3,3,4,4,"Other names used for it include five - numeral , 5Num , five - digit , five - figure , AN ( JN-25 Able ) , and AN-1 ( JN-25 Baker ) , and so on ."
18131987,term,used,for,vessels,37,37,39,39,40,40,42,42,"One suggested example of a "" Kido Butai "" transmission is the November 30 , 1941 , COMSUM14 report in which Rochefort mentioned a "" tactical "" circuit heard calling "" "" maru""s "" . ( a term often used for commercial vessels or non - combat units ) ."
18132480,blood,used,for,transfusions,5,5,6,6,7,7,8,8,Other preventive efforts include screening blood used for transfusions .
18145848,chemicals,used,for,softening,48,48,49,49,50,50,52,52,"Investigators from the Laogai Research Foundation have confirmed sites where prisoners mine asbestos and other toxic chemicals with no protective gear , work with batteries and battery acid with no protection for their hands , tan hides while standing naked in vats filled 3 - feet deep with chemicals used for the softening of animal skins , and work in improperly run mining facilities where explosions and other accidents are a common occurrence ."
18154164,Loop,used,for,Specials,9,9,11,11,12,12,15,15,"At time of electrification there was also an Up Loop , used for stabling Football Specials serving events at the nearby Hampden Park football stadium , although by the mid 1970s this had been lifted ."
18156707,systems,used,for,cartridges,5,5,9,9,10,10,14,14,is due to the different systems of pressure measurement used for NATO and commercial cartridges
18159406,material,used,for,boxes,12,12,13,13,14,14,15,15,"The mill was built about 1890 , and produced strawboard , a material used for boxes prior to the introduction of wood pulp - based paper ."
18164944,cultivars,used,for,purpose,19,19,20,20,21,21,23,23,"Apart from the export trade , 85 % of banana production is for local consumption and many of the cultivars used for this purpose are also susceptible to infection ."
18165020,variant,used,for,psalter,1,1,5,5,6,6,8,8,"The variant of the script used for the psalter was for almost a century the only evidence of that specific variant , which consequently came to be referred to as Psalter Pahlavi script ."
18168367,lord,used,for,prophets,31,31,35,35,36,36,38,38,"She is often referred to by the honorific title "" sayyidatuna "" , meaning "" our lady "" ; this title is in parallel to "" sayyiduna "" ( "" our lord "" ) , used for the prophets ."
18170867,piers,used,for,fishing,6,6,7,7,8,8,9,9,Langeby has a convenience store and piers used for fishing and boats .
18172149,cars,used,for,trips,42,42,43,43,44,44,46,46,"For a number of years until 2004 , the OMID operated fall foliage excursions between Sodus and Newark in conjunction with the Rochester & Genesee Valley Railroad Museum , which owns the former New York Central "" Empire State Express "" coach cars used for the trips ."
18172883,pond,used,for,pool,3,3,4,4,8,8,11,11,The large water pond used by the town for a swimming pool was deepened in the 1970s .
18174162,building,used,for,manufacture,18,18,37,37,40,40,42,42,"As soon as it was released in 1919 the Corporation of Glasgow bought it and the adjacent government building , formerly the indoor West End Roller Skating Rink which also housed flower shows and community exhibitions , used from 1914 for the manufacture of munitions on the remainder of the Bunhouse Grounds , all upon the site of the timber - constructed Machinery Exhibition Hall of the Glasgow International Exhibition of 1901 centred on Kelvingrove Park ."
18174642,bag,used,for,strength,14,14,15,15,16,16,18,18,"Finally , these two bags are placed in a third woven nylon or polypropylene bag used for its strength ."
18179818,constituencies,used,for,parliament,8,8,9,9,10,10,13,13,"Hof is one of the 299 single member constituencies used for the German parliament , the Bundestag ."
18181054,wine,used,for,drink,5,5,7,7,8,8,11,11,"Aligoté from Burgundy is the wine traditionally used for the Kir drink , where it is mixed with black currant liqueur ."
18182212,sign,used,for,ruble,9,9,10,10,11,11,14,14,"The ruble sign ( ₽ ) is the currency sign used for the Russian ruble , the official currency of Russia ."
18186062,title,used,for,legislation,14,14,15,15,16,16,17,17,"Criminal Law Amendment Act ( with its many variations ) is a stock short title used for legislation in the United Kingdom , the Republic of Ireland , Canada , India , Pakistan and South Africa which amends the criminal law ( including both substantive and procedural aspects of that law ) ."
18192691,corporation,used,for,embezzlement,22,22,23,23,30,30,31,31,"They in turn diverted large quantities of fuel into the director 's newly established company "" Sol Petróleo "" , a dummy corporation used by Suárez Mason and his appointees for embezzlement as well as to divert funds to the Contras and the fascist organization P2 ( to which the director belonged ) ."
18195944,formula,used,for,series,2,2,3,3,4,4,6,6,"A chemical formula used for a series of compounds that differ from each other by a constant unit is called a "" general formula "" ."
18197858,parts,used,for,muscles,15,15,19,19,24,24,25,25,These polyphagan beetle groups can be identified by the presence of cervical sclerites ( hardened parts of the head used as points of attachment for muscles ) absent in the other suborders .
18199049,BAC,used,for,tests,18,18,21,21,22,22,24,24,"A supersonic Fairey Delta 2 was modified to carry the ogee planform , and , renamed as the BAC 221 , used for flight tests of the high speed flight envelope , the Handley Page HP.115 also provided valuable information on low speed performance ."
18199098,engine,used,for,bomber,12,12,14,14,15,15,19,19,"It was the Olympus 320 turbojet , a development of the Bristol engine first used for the Avro Vulcan bomber ."
18224178,terminology,used,for,arrangement,5,5,7,7,12,12,14,14,Grey market Setup is the terminology being used in country like India for the arrangement of termination of International Long Distance Calls over internet using leaky PBX to India .
18241821,method,used,for,extraction,14,14,15,15,16,16,17,17,Composition varies as a result of regional and seasonal changes as well as the method used for extraction .
18248831,circuits,used,for,computers,22,22,23,23,24,24,26,26,"On July 11 , 2019 , QxBranch announced that it had been acquired by Rigetti Computing , a developer of quantum integrated circuits used for quantum computers ."
18248905,alloy,used,for,beams,7,7,9,9,13,13,20,20,ASTM A992 steel is a structural steel alloy often used in the USA for steel wide - flange and I beams .
18253845,hostname,used,for,purposes,29,29,30,30,31,31,33,33,"In the Domain Name System , the name "" localhost "" is reserved as a top - level domain name , originally set aside to avoid confusion with the hostname used for loopback purposes ."
18254130,objects,used,for,games,10,10,11,11,12,12,13,13,These artifacts combine the aesthetic and artistic elements to everyday objects used for games .
18254865,stamping,used,for,variety,10,10,11,11,12,12,14,14,"A brazing preform is a high quality , precision metal stamping used for a variety of joining applications in manufacturing electronic devices and systems ."
18260900,worries,used,for,restoration,23,23,30,30,31,31,33,33,"These efforts drew criticism from Ahmed Chalabi , another formerly exiled Iraqi politician who had good connections with the CIA , who voiced worries that the new agency might be used for the restoration of the old Ba'athist security apparatus and follow the well - established pattern of government repression ."
18261010,worries,used,for,restoration,23,23,30,30,31,31,33,33,"These efforts drew criticism from Ahmed Chalabi , another formerly exiled Iraqi politician who had good connections with the CIA , who voiced worries that the new agency might be used for the restoration of the old Ba'athist security apparatus and follow the well - established pattern of government repression ."
18263271,corn,used,for,feed,5,5,6,6,7,7,8,8,"However , the price of corn used for feed had increased because of its use by the ethanol industry ."
18263809,symbols,used,for,hymns,2,2,3,3,4,4,6,6,"The musical symbols used for the hymns can be interpreted thanks to a treatise by Alypius , a musicographer of late antiquity ( 3rd century A.D. ) ."
18278822,materials,used,for,capacitors,1,1,5,5,6,6,10,10,The materials and construction techniques used for large power film capacitors mostly are similar to those of ordinary film capacitors .
18278890,names,used,for,supercapacitors,13,13,14,14,15,15,16,16,"Exceptional for electronic components like capacitors are the manifold different trade or series names used for supercapacitors like : "" APowerCap , BestCap , BoostCap , CAP - XX , DLCAP , EneCapTen , EVerCAP , DynaCap , Faradcap , GreenCap , Goldcap , HY - CAP , Kapton capacitor , Super capacitor , SuperCap , PAS Capacitor , PowerStor , PseudoCap , Ultracapacitor "" making it difficult for users to classify these capacitors ."
18279141,types,used,for,applications,1,1,4,4,5,5,7,7,The types of capacitors used for power applications have a specified rated value for maximum ripple current .
18298106,spellings,used,for,purposes,28,28,29,29,30,30,32,32,"Things such as shortened names , e.g. "" D. H. Lawrence "" ( with whitespaces between the individual words that form the full name ) , idiosyncratic orthographical spellings used for stylistic purposes ( often referring to a single concept , e.g. an entertainment product title like "" .hack//SIGN "" ) and usage of non - standard punctuation ( or non - standard usage "" of "" punctuation ) in a text often fall under the remaining 5 % ."
18302451,term,used,for,ecosystems,5,5,6,6,9,9,10,10,Threatened ecological community is a term used in Australia for ecosystems that are in danger of being lost due to some threatening process .
18303734,area,used,for,purposes,32,32,33,33,34,34,36,36,"The U.S. Office of Management and Budget defines the area as the Washington – Arlington – Alexandria , DC – VA – MD – WV metropolitan statistical area , a metropolitan statistical area used for statistical purposes by the United States Census Bureau and other agencies . The region 's three largest cities are the federal territory of Washington , D.C. , the county ( and census - designated place ) of Arlington , and the independent city of Alexandria ."
18309085,hectares,used,for,activities,4,4,5,5,6,6,7,7,"Farm units included 160,000 hectares used for activities other than cultivation ."
18314607,aircraft,used,for,patrols,15,15,16,16,18,18,22,22,The agency operates a fleet of patrol and rescue craft in addition to a few aircraft used primarily for anti - smuggling patrols and rescue activities .
18316736,runner,used,for,automation,4,4,11,11,12,12,13,13,"It is a task runner built on Node.js and npm , used for automation of time - consuming and repetitive tasks involved in web development like minification , concatenation , cache busting , unit testing , linting , optimization , etc ."
18319219,technologies,used,for,reasons,13,13,36,36,37,37,39,39,"She has produced unusual sculptures based on live human bodies using the scanning technologies of computed tomography ( CT ) , magnetic resonance imaging ( MRI ) and positron emission tomography ( PET ) , normally used for medical reasons ."
18319884,method,used,for,this,1,1,2,2,3,3,4,4,"One method used for this is known as a capstan suit , which uses a compressible inflatable tube known as the capstan , enclosed by alternating fabric strips that wrap around the air tube and are attached to an inelastic fabric that closely fits the shape of the wearer 's body ."
18324041,technology,used,for,example,5,5,10,10,11,11,12,12,"Gillnetting was an early fishing technology in colonial America , used for example , in fisheries for Atlantic salmon and shad ."
18325472,software,used,for,design,8,8,9,9,10,10,12,12,"Graphic art software is a subclass of application software used for graphic design , multimedia development , stylized image development , technical illustration , general image editing , or simply to access graphic files ."
18334362,site,used,for,agriculture,28,28,29,29,34,34,35,35,"The early inhabitants of Agnam - Goly left behind a mosque surrounded by a stone wall before moving north to the "" walo "" , which is the site used by the village today for agriculture and fishing ."
18335925,station,used,for,research,12,12,15,15,16,16,18,18,"North Pole-37 ( "" "" ) was the 37th Russian manned drifting station , primarily used for polar research ."
18336980,station,used,for,research,12,12,15,15,16,16,18,18,"North Pole-36 ( "" "" ) was the 36th Russian manned drifting station , primarily used for arctic research from September 2008 until August 2009 ."
18340517,Seawater,used,for,cooling,0,0,1,1,2,2,3,3,"Seawater used for cooling leaked into the turbine building from a corroded pipe at 20 cubic meters per hour , as reported by former employees in December 2011 ."
18343225,page,used,for,characters,47,47,48,48,49,49,51,51,"Antiope was only a little more complicated , the relevant attributes for each character position ( about 13 bits , or a few more if further additional fonts were in use ) being stored in a separate memory page in the decoder , distinct from the memory page used for the characters ."
18355197,extension,used,for,advertising,37,37,40,40,41,41,42,42,"The managing director of the company pronounced it "" a building of truly impressive beauty "" partly because the façade "" in accordance with the stated requirements   ... has no ' ornamentation ' other than an extension to be used for advertising ."
18356573,one,used,for,Warcraft,18,18,19,19,20,20,21,21,"The engine uses an isometric tile set , unlike other real - time strategy engines such as the one used for Warcraft ."
18361989,Test,used,for,1988,0,0,3,3,5,5,6,6,"Test one , used only for 1988 to 1989 , requires spending on education to make up 39 % of the state budget ."
18366951,constituencies,used,for,Elections,1,1,2,2,3,3,17,17,"The constituencies used for the 1986 , 1991 , 1996 , 2001 , 2006 and 2011 General Elections for the House of Keys were :"
18374301,Hall,used,for,classes,17,17,20,20,21,21,25,25,"Other academic buildings include Goslin Hall , primarily used for science courses , and J. Mack Robinson Hall , primarily used for Communication and Art classes ."
18374301,Hall,used,for,courses,5,5,8,8,9,9,11,11,"Other academic buildings include Goslin Hall , primarily used for science courses , and J. Mack Robinson Hall , primarily used for Communication and Art classes ."
18375468,stone,used,for,building,10,10,11,11,12,12,13,13,The municipalities has some quarries for pink “ cantera ” stone used for building .
18382028,ratio,used,for,displays,6,6,8,8,9,9,11,11,( 8:5 ) is an aspect ratio mostly used for computer displays and tablet computers .
18382652,area,used,for,grazing,5,5,12,12,13,13,14,14,"It is partly a conservation area , and partly private property , used for grazing livestock ."
18384690,source,used,for,heating,5,5,7,7,8,8,9,9,"Natural gas is an energy source often used for heating , cooking , and electricity generation ."
18386091,wire,used,for,technique,8,8,9,9,10,10,15,15,Some small cross - section wires like the wire used for the wire - wrap technique are coated with ETFE .
18387948,antagonist,used,for,treatment,5,5,6,6,7,7,9,9,Naltrexone is an opioid receptor antagonist used for the treatment of opioid addiction .
18388430,Roadhouse,used,for,services,14,14,20,20,25,25,28,28,"Businesses on the main street include 2 petrol outlets ( including a large BP Roadhouse with diner and convenience store used as a refreshment stop for Interstate coach services passing through town and is open till midnight 7 days a week ) , a general store and the Adelaide River Inn hotel located behind the bp service station"
18390289,375ER(BCF,used,for,flight,10,10,12,12,13,13,15,15,"On February 23 , 2019 , the Boeing 767 - 375ER(BCF ) used for this flight crashed into Trinity Bay during approach into Houston , killing the two crew members and one passenger on board ."
18399783,services,used,for,tasks,5,5,9,9,10,10,12,12,"The railway operates scheduled freight services from Oparino , used for forestry tasks such as the transportation of felled logs and forestry workers ."
18400004,term,used,for,stress,4,4,5,5,13,13,15,15,Purple panic is a term used by students in south - east Queensland for student stress during the period of late spring and early summer .
18402152,song,used,for,scenes,11,11,12,12,16,16,18,18,"The sixth track , titled "" Orayyo "" , was a song used in the score for the scenes depicting Kumar Babu 's funeral in the film ."
18408846,process,used,for,circuits,9,9,10,10,11,11,13,13,It eliminated the labor - intensive wire - bonding process used for integrated circuits at the time and allowed automated assembly of semiconductor chips onto larger substrates to produce hybrid integrated circuits .
18410522,class,used,for,service,7,7,14,14,21,21,27,27,"The Plunger "" class was an early class of United States Navy submarines , used primarily as training and experimental vessels for the newly formed "" silent service "" to familiarize naval personnel with the performance and operations of such craft ."
18416059,car,used,for,advertisement,5,5,6,6,7,7,9,9,"A well known early art car used for commercial advertisement was the "" Oscar Mayer Wienie Wagon""—Later versions were known as the Wienermobile ."
18416932,plaza,used,for,rituals,8,8,10,10,11,11,12,12,"The dwellings were built around a central ceremonial plaza likely used for rituals and public gatherings , as has been found at similar locations ."
18416961,items,used,for,purposes,1,1,3,3,4,4,8,8,"Traded items , used for ornamental or ceremonial purposes , were an attribute of status because of their rarity ."
18416979,mound,used,for,burial,2,2,4,4,5,5,7,7,"The northwestern mound , used for formal burial , was also built in three stages ."
18423651,terminal,used,for,service,5,5,10,10,11,11,13,13,"The fire destroyed the ferry terminal and the four slips used for Manhattan service , the terminal for Staten Island Rapid Transit trains , and a small building and slip owned by the city and used by the Army and Navy to transport personnel from Staten Island to the United States Naval Depot at Bayonne , New Jersey ."
18427378,containers,used,for,applications,18,18,19,19,20,20,22,22,Development of the plastic container began in the 1950s ; it was one of the original blow moulded containers used for food applications .
18427408,containers,used,for,applications,20,20,21,21,22,22,24,24,"The Jif plastic containers were originally made from polythene , and were one of the original and first blow moulded containers used for food applications ."
18442318,scene,used,for,scenes,8,8,9,9,10,10,15,15,"The lake has also been used as the scene used for the drone strike attack scenes in the 2019 action thriller movie "" Angel Has Fallen "" which was released in August 2019 ."
18447716,land,used,for,exhibition,1,1,2,2,3,3,5,5,"The land used for the exhibition became Herbert Park , where remaining artifacts include a bandstand and pond ."
18448435,tracks,used,for,service,5,5,6,6,7,7,9,9,The station yard has seven tracks used for passenger service :
18449190,way,used,for,parting,55,55,56,56,57,57,60,60,"In his letter to Coggeshall , dated 12 December 1644 , John Hicks wrote , "" ... the Knott of affection on her part have been untied long since , and her whoredome have freed my conscience on the other part , so I leave myself to yor advice if there may be such a way used for the finall parting for us . """
18456353,paste,used,for,body,8,8,9,9,10,10,12,12,"This had a similar composition to the fritware paste used for the body , but the components were more finely ground and more carefully selected to avoid iron impurities that would discolour the white surface ."
18458028,line,used,for,transport,40,40,41,41,43,43,46,46,"In 1877 , ØJJ opened a branch line from Ryomgård to Aarhus , and just a few years later the trains starting running directly between Grenaa and Aarhus , with the Ryomgård - Randers section being reduced to a branch line used mostly for rail freight transport until it was closed altogether on 2 May 1971 ."
18458258,facilities,used,for,production,14,14,15,15,16,16,19,19,A new ale fermenting and storage cellar was built that was separate from the facilities used for lager beer production .
18461531,syllables,used,for,words,14,14,16,16,17,17,18,18,"There are 756 basic glyphs based on the Liangshan dialect , plus 63 for syllables only used for words borrowed from Chinese ."
18465818,Equipment,used,for,song,0,0,1,1,2,2,4,4,"Equipment used for the song includes a Roland Juno-60 synthesizer , Moog Memorymoog synthesizer , and an E - mu Drumulator drum machine ."
18466808,locations,used,for,filming,5,5,6,6,7,7,8,8,"Among the Washington , D.C. locations used for filming was the apartment of journalist Christopher Hitchens ."
18480324,hall,used,for,hall,9,9,11,11,12,12,16,16,"A Javanese - styled "" pawestren "" ( side hall , used for female 's praying hall ) was added during the reign of Maulana Muhammad ( 1580 - 1586 ) ."
18484113,campus,used,for,training,12,12,13,13,14,14,16,16,"The main campus is adjacent to Tulsa International Airport , with another campus used for flight training at Richard Lloyd Jones Jr. Airport ."
18484594,type,used,for,parades,11,11,14,14,26,26,28,28,"Full dress uniform or parade dress uniform is the most formal type of uniforms used by military , police , fire and other public uniformed services for official parades , ceremonies , and receptions , including private ones such as marriages and funerals ."
18487947,boulders,used,for,Inn,1,1,2,2,3,3,5,5,The boulders used for the Inn weigh up to for the exterior and for the interior .
18497434,steel,used,for,parts,22,22,23,23,24,24,25,25,"In RS Touring form it weighed , in Sport Lightweight form it was about lighter , the saving coming from thin gauge steel used for parts of the body shell and also the use of thinner glass ."
18502820,formats,used,for,interchange,10,10,11,11,12,12,14,14,The QC Record Format is one of the two standard formats used for the interchange of financial transactions in the New Zealand banking system .
18513683,sequence,used,for,recognition,34,34,35,35,36,36,37,37,"For the process of localization of proteins to the cell wall there is three - fold requirement that the protein contain a hydrophobic domain , a positively charged tail region , and final specific sequence used for recognition ."
18517570,buildings,used,for,maintenance,14,14,16,16,17,17,19,19,"The project features the preservation and partial reuse of the "" Central Shops "" buildings originally used for railroad maintenance and the former Southern Pacific Sacramento Depot ; now known as Sacramento Valley Station ."
